ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
25,Rome,Internazionali BNL d'Italia,06/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Vukic A.,Kypson P.,99,89,626,669,6,3,5,7,6,0,,,,,2,1,Completed,3.75,1.29,,,4,1.29,3.73,1.27,4.3,1.29
25,Rome,Internazionali BNL d'Italia,06/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Borges N.,De Jong J.,52,102,950,610,6,3,6,0,,"	",,,,,2,0,Completed,1.62,2.3,,,1.8,2.3,1.72,2.07,1.9,2.08
25,Rome,Internazionali BNL d'Italia,06/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Tabilo A.,Carreno Busta P.,35,91,1248,663,6,2,6,1,,"	",,,,,2,0,Completed,1.4,3,,,1.45,3,1.42,2.78,1.45,3.15
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Atmane T.,Bergs Z.,51,39,958,1140,6,3,6,4,,"	",,,,,2,0,Completed,2.1,1.73,,,2.15,1.8,2.07,1.74,2.06,1.91
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Basilashvili N.,Merida Aguilar D.,117,86,539,696,6,4,2,6,6,3,,,,,2,1,Completed,2.3,1.62,,,2.38,1.8,2.29,1.6,2.36,1.72
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Kecmanovic M.,Svrcina D.,70,116,795,547,6,2,6,3,,"	",,,,,2,0,Completed,1.91,1.91,,,1.91,2,1.85,1.91,1.91,2.08
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Berrettini M.,60,100,870,625,6,2,6,3,"	",,,,,,2,0,Completed,2.75,1.44,,,2.75,1.53,2.67,1.46,2.88,1.52
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Prizmic D.,Fucsovics M.,79,57,740,884,6,4,6,3,,"	",,,,,2,0,Completed,1.29,3.75,,,1.3,3.75,1.29,3.51,1.34,3.85
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Mpetshi G.,Fearnley J.,58,123,880,523,7,6,4,6,6,2,,,,,2,1,Completed,2.38,1.57,,,2.43,1.6,2.36,1.56,2.6,1.61
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Cilic M.,Giron M.,47,77,980,745,7,5,6,4,,"	",,,,,2,0,Completed,1.62,2.3,,,1.62,2.3,1.61,2.26,1.64,2.52
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Blockx A.,Cina F.,36,225,1200,255,4,6,6,1,6,3,,,,,2,1,Completed,1.2,4.5,,,1.24,4.5,1.21,4.24,1.22,5.2
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Bellucci M.,Burruchaga R.,80,56,737,885,6,4,6,4,,"	",,,,,2,0,Completed,3.5,1.3,,,3.5,1.42,3.06,1.36,3.2,1.43
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Maestrelli F.,98,112,629,575,6,3,7,6,"	",,,,,,2,0,Completed,1.62,2.3,,,1.62,2.45,1.56,2.38,1.66,2.46
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Llamas Ruiz P.,Quinn E.,139,48,448,977,6,3,5,7,6,3,,,,,2,1,Completed,1.8,2,,,1.8,2.1,1.77,2.01,1.85,2.14
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Garin C.,Cerundolo J.M.,104,72,602,776,7,6,7,5,"	",,,,,,2,0,Completed,1.67,2.2,,,1.67,2.25,1.65,2.19,1.71,2.38
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Machac T.,Tsitsipas S.,41,75,1100,765,6,4,7,6,,"	",,,,,2,0,Completed,2.38,1.57,,,2.4,1.67,2.26,1.61,2.4,1.7
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Tirante T.A.,Cadenasso G.,69,196,801,297,6,7,6,4,6,0,,,,,2,1,Completed,1.44,2.75,,,1.45,2.9,1.42,2.79,1.45,3.1
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Medjedovic H.,Royer V.,67,71,804,788,6,4,6,3,"	",,,,,,2,0,Completed,1.33,3.4,,,1.33,3.75,1.3,3.39,1.34,3.75
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Buse I.,Sonego L.,62,66,863,830,6,3,6,3,,"	",,,,,2,0,Completed,1.57,2.38,,,1.62,2.38,1.58,2.31,1.71,2.38
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Ofner S.,Michelsen A.,82,42,711,1090,6,3,6,3,"	",,,,,,2,0,Completed,1.57,2.38,,,1.57,2.45,1.55,2.39,1.64,2.52
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Navone M.,Shapovalov D.,44,37,1046,1170,6,4,6,2,,"	",,,,,2,0,Completed,1.5,2.63,,,1.53,2.75,1.48,2.6,1.53,2.78
25,Rome,Internazionali BNL d'Italia,07/05/2026,Masters 1000,Outdoor,Clay,1st Round,3,Pellegrino A.,Nardi L.,155,151,393,409,4,6,6,3,6,3,,,,,2,1,Completed,1.62,2.3,,,1.64,2.3,1.61,2.25,1.73,2.36
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Jodar R.,Borges N.,34,52,1273,950,7,6,6,4,,"	",,,,,2,0,Completed,1.22,4.33,,,1.24,4.5,1.22,4.13,1.2,5.5
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Arnaldi M.,De Minaur A.,106,8,596,3755,4,6,7,6,6,4,,,,,2,1,Completed,3.2,1.36,,,3.2,1.4,2.96,1.38,3.35,1.41
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Shevchenko A.,15,85,2220,698,6,4,6,4,"	",,,,,,2,0,Completed,1.4,3,,,1.4,3.1,1.38,2.96,1.43,3.25
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Lehecka J.,Struff J.L.,13,302,2715,216,7,6,6,3,,"	",,,,,2,0,Completed,1.25,4,,,1.26,4,1.25,3.84,1.27,4.5
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Van De Zandschulp B.,Kovacevic A.,54,95,898,639,2,6,6,2,7,6,,,,,2,1,Completed,1.25,4,,,1.25,4.33,1.23,3.97,1.26,4.7
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Svajda Z.,25,90,1735,666,6,1,6,3,"	",,,,,,2,0,Completed,1.06,10,,,1.07,13,1.06,9.33,1.08,13
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Altmaier D.,3,64,5805,860,7,5,6,3,,"	",,,,,2,0,Completed,1.07,9,,,1.08,12,1.06,8.58,1.09,10.5
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Cerundolo F.,Tabilo A.,27,35,1620,1248,6,0,6,2,,"	",,,,,2,0,Completed,1.62,2.3,,,1.67,2.4,1.6,2.28,1.67,2.46
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Tien L.,Dzumhur D.,21,87,1870,674,6,2,6,1,"	",,,,,,2,0,Completed,1.73,2.1,,,1.8,2.11,1.74,2.04,1.84,2.16
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Blockx A.,Griekspoor T.,36,31,1200,1360,6,7,6,3,6,4,,,,,2,1,Completed,1.44,2.75,,,1.48,2.88,1.45,2.69,1.51,2.92
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Paul T.,Vukic A.,18,99,1975,626,6,4,6,2,"	",,,,,,2,0,Completed,1.07,9,,,1.08,9.5,1.07,8.14,1.09,11
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Prizmic D.,Djokovic N.,79,4,740,4700,2,6,6,2,6,4,,,,,2,1,Completed,2.75,1.44,,,2.9,1.45,2.78,1.42,3,1.48
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Bublik A.,Baez S.,11,65,3355,840,6,1,6,2,,"	",,,,,2,0,Completed,1.67,2.2,,,1.68,2.3,1.64,2.22,1.75,2.3
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Humbert U.,Kopriva V.,33,55,1280,896,6,3,6,2,"	",,,,,,2,0,Completed,2.75,1.44,,,2.9,1.44,2.8,1.41,3,1.47
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Darderi L.,Hanfmann Y.,20,59,1890,879,6,4,6,4,,"	",,,,,2,0,Completed,1.44,2.75,,,1.53,2.75,1.49,2.57,1.5,2.96
25,Rome,Internazionali BNL d'Italia,08/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,Mpetshi G.,10,58,3415,880,6,4,6,4,"	",,,,,,2,0,Completed,1.08,8,,,1.12,8,1.1,6.52,1.13,8.4
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Machac T.,9,41,3460,1100,,,,,,,,,,,,,Walkover,1.62,2.3,,,1.67,2.3,1.65,2.2,1.75,2.3
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Llamas Ruiz P.,Moutet C.,139,30,448,1413,6,4,3,6,7,6,,,,,2,1,Completed,2.2,1.67,,,2.25,1.73,2.15,1.67,2.4,1.7
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Rublev A.,Kecmanovic M.,14,70,2590,795,6,4,6,4,"	",,,,,,2,0,Completed,1.4,3,,,1.4,3.2,1.39,2.91,1.49,3
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Tirante T.A.,Norrie C.,69,19,801,1918,6,3,7,5,"	",,,,,,2,0,Completed,2.3,1.62,,,2.38,1.62,2.29,1.6,2.32,1.75
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Landaluce M.,Cilic M.,94,47,639,980,6,4,6,4,,"	",,,,,2,0,Completed,2.5,1.53,,,2.5,1.57,2.38,1.55,2.64,1.6
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Navone M.,Auger-Aliassime F.,44,5,1046,4050,7,6,7,6,,"	",,,,,2,0,Completed,2.5,1.53,,,2.55,1.57,2.47,1.52,2.54,1.63
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,Garin C.,23,104,1820,602,7,6,6,4,,"	",,,,,2,0,Completed,1.62,2.3,,,1.73,2.3,1.62,2.24,1.81,2.22
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Bellucci M.,Etcheverry T.,80,26,737,1660,5,7,6,2,6,3,,,,,2,1,Completed,3.75,1.29,,,3.75,1.34,3.46,1.3,4,1.33
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Nakashima B.,Bautista Agut R.,32,98,1295,629,6,4,6,0,"	",,,,,,2,0,Completed,1.5,2.63,,,1.52,2.63,1.49,2.54,1.56,2.76
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Cobolli F.,Atmane T.,12,51,2750,958,7,6,6,3,"	",,,,,,2,0,Completed,1.36,3.2,,,1.4,3.25,1.36,3.1,1.4,3.4
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Basilashvili N.,Shelton B.,117,6,539,4030,6,4,6,7,6,3,,,,,2,1,Completed,4.33,1.22,,,4.5,1.25,4.03,1.23,4.6,1.26
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Tiafoe F.,Buse I.,22,62,1865,863,6,7,6,3,6,2,,,,,2,1,Completed,2.1,1.73,,,2.29,1.75,2.15,1.68,2.2,1.82
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Sinner J.,Ofner S.,1,82,14350,711,6,3,6,4,"	",,,,,,2,0,Completed,1.01,26,,,1.05,36,1.01,19.34,1.02,42
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Medjedovic H.,Fonseca J.,67,29,804,1435,3,6,6,3,7,6,,,,,2,1,Completed,2.75,1.44,,,2.75,1.5,2.56,1.49,2.88,1.52
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Pellegrino A.,Fils A.,155,17,393,2130,4,0,"	",,,,,,,,0,0,Retired,9,1.07,,,10,1.08,7.87,1.07,11,1.09
25,Rome,Internazionali BNL d'Italia,09/05/2026,Masters 1000,Outdoor,Clay,2nd Round,3,Popyrin A.,Mensik J.,60,28,870,1600,6,3,2,6,6,4,,,,,2,1,Completed,3,1.4,,,3,1.4,2.92,1.39,3.15,1.45
25,Rome,Internazionali BNL d'Italia,10/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Ruud C.,Lehecka J.,25,13,1735,2715,6,3,6,4,"	",,,,,,2,0,Completed,1.5,2.63,,,1.53,2.63,1.5,2.53,1.57,2.74
25,Rome,Internazionali BNL d'Italia,10/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Blockx A.,3,36,5805,1200,6,1,6,4,,"	",,,,,2,0,Completed,1.2,4.5,,,1.22,4.6,1.2,4.32,1.23,5.2
25,Rome,Internazionali BNL d'Italia,10/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Prizmic D.,Humbert U.,79,33,740,1280,6,1,7,5,,"	",,,,,2,0,Completed,1.36,3.2,,,1.4,3.3,1.36,3.05,1.39,3.5
25,Rome,Internazionali BNL d'Italia,10/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Van De Zandschulp B.,15,54,2220,898,5,7,6,4,6,4,,,,,2,1,Completed,1.67,2.2,,,1.68,2.23,1.66,2.18,1.74,2.3
25,Rome,Internazionali BNL d'Italia,10/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Musetti L.,Cerundolo F.,10,27,3415,1620,7,6,6,4,"	",,,,,,2,0,Completed,1.8,2,,,1.86,2,1.82,1.94,1.94,2.04
25,Rome,Internazionali BNL d'Italia,10/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Tien L.,Bublik A.,21,11,1870,3355,4,6,6,3,7,5,,,,,2,1,Completed,2.75,1.44,,,2.88,1.45,2.73,1.43,2.8,1.54
25,Rome,Internazionali BNL d'Italia,10/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Darderi L.,Paul T.,20,18,1890,1975,3,6,6,3,6,2,,,,,2,1,Completed,2.1,1.73,,,2.2,1.73,2.14,1.68,2.26,1.78
25,Rome,Internazionali BNL d'Italia,10/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Jodar R.,Arnaldi M.,34,106,1273,596,6,1,4,6,6,3,,,,,2,1,Completed,1.29,3.75,,,1.36,4,1.27,3.68,1.29,4.4
25,Rome,Internazionali BNL d'Italia,11/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Rublev A.,Davidovich Fokina A.,14,23,2590,1820,6,4,6,4,"	",,,,,,2,0,Completed,1.62,2.3,,,1.67,2.33,1.61,2.27,1.68,2.46
25,Rome,Internazionali BNL d'Italia,11/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Landaluce M.,Bellucci M.,94,80,639,737,6,4,6,3,,"	",,,,,2,0,Completed,2,1.8,,,2,1.91,1.94,1.83,2.16,1.84
25,Rome,Internazionali BNL d'Italia,11/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Basilashvili N.,Nakashima B.,117,32,539,1295,7,6,6,4,,"	",,,,,2,0,Completed,2.3,1.62,,,2.3,1.67,2.24,1.62,2.42,1.68
25,Rome,Internazionali BNL d'Italia,11/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Pellegrino A.,Tiafoe F.,155,22,393,1865,7,6,6,1,,"	",,,,,2,0,Completed,3,1.4,,,3,1.44,2.86,1.4,2.92,1.5
25,Rome,Internazionali BNL d'Italia,11/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Medjedovic H.,Navone M.,67,44,804,1046,4,6,6,3,6,4,,,,,2,1,Completed,1.73,2.1,,,1.73,2.2,1.69,2.13,1.87,2.12
25,Rome,Internazionali BNL d'Italia,11/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,Popyrin A.,1,60,14350,870,6,2,6,0,"	",,,,,,2,0,Completed,1.02,19,,,1.04,26,1.02,16.56,1.03,28
25,Rome,Internazionali BNL d'Italia,11/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Llamas Ruiz P.,9,139,3460,448,3,6,6,4,6,2,,,,,2,1,Completed,1.4,2.75,,,1.47,2.88,1.43,2.76,1.44,3.15
25,Rome,Internazionali BNL d'Italia,11/05/2026,Masters 1000,Outdoor,Clay,3rd Round,3,Tirante T.A.,Cobolli F.,69,12,801,2750,6,3,6,4,,"	",,,,,2,0,Completed,3.2,1.36,,,3.2,1.42,2.91,1.39,3.1,1.45
25,Rome,Internazionali BNL d'Italia,12/05/2026,Masters 1000,Outdoor,Clay,4th Round,3,Ruud C.,Musetti L.,25,10,1735,3415,6,3,6,1,,"	",,,,,2,0,Completed,1.5,2.63,,,1.53,2.63,1.51,2.52,1.61,2.6
25,Rome,Internazionali BNL d'Italia,12/05/2026,Masters 1000,Outdoor,Clay,4th Round,3,Khachanov K.,Prizmic D.,15,79,2220,740,6,1,7,6,"	",,,,,,2,0,Completed,2.63,1.5,,,2.63,1.57,2.48,1.52,2.52,1.65
25,Rome,Internazionali BNL d'Italia,12/05/2026,Masters 1000,Outdoor,Clay,4th Round,3,Jodar R.,Tien L.,34,21,1273,1870,6,1,6,4,"	",,,,,,2,0,Completed,1.25,4,,,1.26,4.33,1.23,3.99,1.27,4.5
25,Rome,Internazionali BNL d'Italia,12/05/2026,Masters 1000,Outdoor,Clay,4th Round,3,Darderi L.,Zverev A.,20,3,1890,5805,1,6,7,6,6,0,,,,,2,1,Completed,4.33,1.22,,,4.5,1.23,4.23,1.21,4.8,1.25
25,Rome,Internazionali BNL d'Italia,12/05/2026,Masters 1000,Outdoor,Clay,4th Round,3,Sinner J.,Pellegrino A.,1,155,14350,393,6,2,6,3,"	",,,,,,2,0,Completed,1,41,,,1.02,41,1.01,24.16,1.02,38
25,Rome,Internazionali BNL d'Italia,12/05/2026,Masters 1000,Outdoor,Clay,4th Round,3,Rublev A.,Basilashvili N.,14,117,2590,539,3,6,7,6,6,2,,,,,2,1,Completed,1.3,3.5,,,1.33,3.5,1.31,3.37,1.35,3.7
25,Rome,Internazionali BNL d'Italia,12/05/2026,Masters 1000,Outdoor,Clay,4th Round,3,Landaluce M.,Medjedovic H.,94,67,639,804,7,5,6,4,,"	",,,,,2,0,Completed,2.5,1.53,,,2.5,1.57,2.44,1.54,2.56,1.63
25,Rome,Internazionali BNL d'Italia,12/05/2026,Masters 1000,Outdoor,Clay,4th Round,3,Medvedev D.,Tirante T.A.,9,69,3460,801,6,3,6,2,,"	",,,,,2,0,Completed,1.67,2.2,,,1.73,2.21,1.68,2.14,1.74,2.32
25,Rome,Internazionali BNL d'Italia,13/05/2026,Masters 1000,Outdoor,Clay,Quarterfinals,3,Ruud C.,Khachanov K.,25,15,1735,2220,6,1,1,6,6,2,,,,,2,1,Completed,1.22,4.33,,,1.25,4.33,1.23,4.11,1.25,4.8
25,Rome,Internazionali BNL d'Italia,13/05/2026,Masters 1000,Outdoor,Clay,Quarterfinals,3,Darderi L.,Jodar R.,20,34,1890,1273,7,6,5,7,6,0,,,,,2,1,Completed,2.75,1.44,,,2.8,1.5,2.7,1.45,2.94,1.51
25,Rome,Internazionali BNL d'Italia,14/05/2026,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,Rublev A.,1,14,14350,2590,6,2,6,4,"	",,,,,,2,0,Completed,1.03,15,,,1.04,17,1.03,12.88,1.04,22
25,Rome,Internazionali BNL d'Italia,14/05/2026,Masters 1000,Outdoor,Clay,Quarterfinals,3,Medvedev D.,Landaluce M.,9,94,3460,639,1,6,6,4,7,5,,,,,2,1,Completed,1.3,3.5,,,1.35,3.5,1.33,3.27,1.35,3.75
25,Rome,Internazionali BNL d'Italia,15/05/2026,Masters 1000,Outdoor,Clay,Semifinals,3,Ruud C.,Darderi L.,25,20,1735,1890,6,1,6,1,"	",,,,,,2,0,Completed,1.4,3,,,1.42,3.05,1.4,2.93,1.45,3.2
25,Rome,Internazionali BNL d'Italia,16/05/2026,Masters 1000,Outdoor,Clay,Semifinals,3,Sinner J.,Medvedev D.,1,9,14350,3460,6,2,5,7,6,4,,,,,2,1,Completed,1.06,10,,,1.07,11,1.06,8.84,1.09,11.5
25,Rome,Internazionali BNL d'Italia,17/05/2026,Masters 1000,Outdoor,Clay,The Final,3,Sinner J.,Ruud C.,1,25,14350,1735,6,4,6,4,,,,,,,2,0,Completed,1.13,6,,,1.15,7,1.13,6.05,1.15,7.6
